Majority protein IDs,Protein ID,Gene names,logFC,PValue,FDR,Fold_change,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q68FP1-2;Q68FP1;CON__Q3SX14,Q68FP1-2,Gsn,0.298282533,0.870275245,0.999934107,1.229679661,242980000,298330000,306300000,317480000,274710000,287960000,322920000,335690000,359960000,390260000,338110000,349388000,16,23,20,20,23,20.4,20,22,20,26,16,20.8
Q68FQ0,Q68FQ0,Cct5,-0.083046715,0.963704678,0.999934107,0.94406185,1520800000,1294300000,1208600000,912950000,949190000,1177168000,1206700000,1165900000,1072900000,1039300000,1001500000,1097260000,87,114,96,83,87,93.4,93,74,93,81,66,81.4
Q68FQ9,Q68FQ9,Lancl2,0.05458595,0.97613776,0.999934107,1.038560996,19007000,20709000,21539000,24004000,25235000,22098800,19992000,22508000,23127000,24693000,22918000,22647600,5,6,4,4,3,4.4,4,5,4,2,4,3.8
Q68FR6,Q68FR6,Eef1g,0.155384302,0.932159975,0.999934107,1.113718249,2589300000,2163300000,2436900000,2.43E+09,2071800000,2338060000,2545100000,2671100000,2.79E+09,2486300000,2352200000,2569340000,101,92,101,95,97,97.2,101,96,91,82,82,90.4
Q68FR9;Q68FR9-2,Q68FR9,Eef1d,-0.014706823,0.993569848,0.999934107,0.98985779,1.28E+09,1307600000,1097300000,1262500000,1193300000,1228540000,1191400000,1151600000,1174400000,1252500000,1230100000,1200000000,59,54,52,46,42,50.6,44,50,36,36,34,40
Q68FS2,Q68FS2,Cops4,0.066993895,0.970716281,0.999934107,1.047531694,161830000,177710000,150770000,160800000,155310000,161284000,155930000,173630000,190410000,157230000,156180000,166676000,22,21,19,17,14,18.6,19,16,20,8,13,15.2
Q68FS4-2;Q68FS4,Q68FS4-2,Lap3,0.126941535,0.944551253,0.999934107,1.091976293,827540000,678020000,668900000,721660000,662640000,711752000,662170000,790670000,884320000,750630000,746750000,766908000,55,63,56,55,53,56.4,53,61,58,42,48,52.4
Q68FS8,Q68FS8,Rtcd1,-0.050580787,0.977888058,0.999934107,0.96554755,186780000,195470000,198470000,244300000,231060000,211216000,185750000,205190000,257780000,180450000,176390000,201112000,23,22,18,16,15,18.8,18,15,20,19,16,17.6
Q68FT1,Q68FT1,Coq9,-0.480025558,0.792979495,0.999934107,0.716964923,15006000,15263000,16618000,13667000,20050000,16120800,13722000,16509000,12607000,14422000,0,11452000,3,3,4,2,5,3.4,4,2,3,3,2,2.8
Q68FT7,Q68FT7,Farsb,-0.180675546,0.921158112,0.999934107,0.882289765,285300000,344570000,356570000,256490000,331070000,314800000,332710000,280440000,238930000,249460000,268740000,274056000,21,24,25,27,25,24.4,19,27,26,28,28,25.6
Q68FU3,Q68FU3,Etfb,-0.434874332,0.811993228,0.999934107,0.73975819,482610000,424520000,409520000,422090000,372320000,422212000,300810000,348200000,313160000,298280000,280810000,308252000,31,24,24,24,20,24.6,17,18,20,13,15,16.6
Q68FW9,Q68FW9,Cops3,0.037267485,0.983706969,0.999934107,1.026168386,111690000,121110000,112960000,109680000,111940000,113476000,103910000,118160000,142480000,107890000,1.02E+08,114888000,19,19,14,11,13,15.2,11,10,9,8,8,9.2
Q68FX0,Q68FX0,Idh3B,-0.277248503,0.879335904,0.999934107,0.825163263,271270000,289230000,247300000,273830000,278930000,272112000,188800000,241070000,243050000,225750000,209300000,221594000,31,27,25,17,25,25,17,19,17,15,16,16.8
Q68FX3;Q64LD0;A0A0G2K7X6;Q5XLP8;A0A0G2JY21;A0A0G2JUH2;A0A0G2JZQ1,Q68FX3,Ddx19a;Ddx19b,-0.009778227,0.995724709,0.999934107,0.993245167,225390000,172580000,159990000,180490000,150200000,177730000,164460000,184770000,172370000,197570000,152660000,174366000,17,26,24,19,21,21.4,18,22,17,20,14,18.2
Q68FX7,Q68FX7,Thoc5,-0.296257359,0.871146604,0.999934107,0.814362278,0,14403000,12577000,12485000,14198000,10732600,0,15684000,0,15140000,12347000,8634200,0,2,4,5,4,3,0,2,2,3,3,2
Q68FX9,Q68FX9,Sirt5,-0.336543017,0.853847155,0.999934107,0.791936677,14920000,12867000,11756000,13631000,0,10634800,13101000,16565000,11803000,0,0,8293800,3,4,3,3,2,3,5,3,3,0,0,2.2
Q68FY0,Q68FY0,Uqcrc1,-0.335173681,0.854434003,0.999934107,0.792688702,791520000,765010000,726780000,812500000,768360000,772834000,542830000,593570000,656680000,600870000,627630000,604316000,56,57,44,45,45,49.4,33,32,35,28,33,32.2
Q68FY1,Q68FY1,Nup35,-0.414780947,0.820498465,0.999934107,0.750133383,17664000,20649000,0,20699000,27717000,17345800,20962000,26226000,0,17364000,0,12910400,4,4,2,4,6,4,3,7,0,2,0,2.4
Q68FZ8,Q68FZ8,Pccb,-0.311909728,0.864415963,0.999934107,0.805574696,165530000,109840000,108240000,109520000,93327000,117291400,74986000,97628000,86420000,110470000,97176000,93336000,12,14,16,14,15,14.2,12,13,8,10,14,11.4
Q68G11;P67874;N0E4B7;A0A0G2KA61;A0A096MJD3;A0A096MKB7,Q68G11,Csnk2b;Csnk2b-Ly6g5b,0.006591285,0.997118112,0.999934107,1.004579184,140070000,119910000,122600000,134500000,133530000,130122000,162580000,112480000,113720000,118900000,1.37E+08,128936000,12,11,13,9,9,10.8,10,7,6,8,6,7.4
Q68G16;P53042;Q64538,Q68G16,Ppp5c,0.063232715,0.972359519,0.999934107,1.044804282,76027000,61109000,67516000,55264000,53013000,62585800,58879000,68079000,73341000,57582000,64671000,64510400,5,16,10,8,13,10.4,8,8,13,10,6,9
Q68G41;P23965,Q68G41,Eci1,-0.085683858,0.962553122,0.999934107,0.942337748,686580000,646380000,659270000,583760000,619390000,639076000,589770000,671630000,483260000,605900000,621520000,594416000,39,30,37,25,25,31.2,25,34,26,22,20,25.4
Q68G48;F1LSM6;Q6P9Y2;Q08603,Q68G48,Rabggtb,-0.867257233,0.637114823,0.999934107,0.548188043,18019000,19440000,17035000,17740000,17255000,17897800,14354000,16143000,17842000,0,0,9667800,4,4,3,2,3,3.2,2,2,0,2,2,1.6
Q6AXM8,Q6AXM8,Pon2,-0.038730491,0.983067468,0.999934107,0.973511218,415150000,468310000,380890000,422780000,416220000,420670000,336350000,408420000,447950000,424060000,403760000,404108000,38,40,29,28,25,32,22,24,20,21,19,21.2
Q6AXQ0,Q6AXQ0,Sae1,-0.123916964,0.945869938,0.999934107,0.9176927,238010000,277900000,232470000,256830000,236630000,248368000,213110000,214430000,270740000,221650000,204370000,224860000,37,38,33,27,29,32.8,20,25,24,20,18,21.4
Q6AXS3,Q6AXS3,Dek,-0.867879393,0.636876973,0.999934107,0.547951689,146750000,122060000,98075000,101430000,78735000,109410000,51041000,62839000,106770000,43191000,31934000,59155000,15,11,12,12,10,12,4,8,11,8,5,7.2
Q6AXS5,Q6AXS5,Serbp1,0.104612443,0.954290543,0.999934107,1.075205515,503010000,427050000,395890000,477720000,442390000,449212000,408320000,447550000,498100000,533660000,496030000,476732000,29,31,31,31,32,30.8,23,27,32,21,22,25
Q6AXT0;A0A0G2KA48,Q6AXT0,Mrpl37,-0.252943971,0.88982886,0.999934107,0.839182228,15101000,19816000,14250000,16023000,17934000,16624800,0,17872000,15894000,16398000,18649000,13762600,4,9,2,2,4,4.2,2,2,2,3,2,2.2
Q6AXT5,Q6AXT5,Rab21,-0.14616472,0.936174561,0.999934107,0.903649547,88286000,75762000,81301000,66824000,87206000,79875800,93473000,68009000,60465000,65493000,68805000,71249000,12,10,15,9,11,11.4,14,10,7,7,9,9.4
Q6AXV4,Q6AXV4,Samm50,-0.113382408,0.950464269,0.999934107,0.924418214,145520000,181490000,179700000,142540000,170610000,163972000,145180000,159150000,110760000,169230000,163870000,149638000,16,22,24,15,16,18.6,13,14,10,11,11,11.8
Q6AXX5;Q6TUD3,Q6AXX5,Rdh11,0.138577979,0.939479608,0.999934107,1.100819536,90301000,80048000,77282000,76878000,81880000,81277800,89686000,96550000,74225000,90935000,90219000,88323000,12,10,10,9,8,9.8,9,10,8,9,8,8.8
Q6AXY0,Q6AXY0,Gsta6,0.587683853,0.748257058,0.999934107,1.502832117,28204000,32909000,33524000,45649000,0,28057200,91746000,17199000,0,78602000,21061000,41721600,2,5,3,2,0,2.4,2,4,0,2,3,2.2
Q6AXY8,Q6AXY8,Dhrs1,0.330163946,0.856581259,0.999934107,1.257156228,38271000,38501000,38650000,35407000,34070000,36979800,52655000,52410000,49743000,49863000,25040000,45942200,12,11,3,7,6,7.8,9,10,6,7,5,7.4
Q6AY02,Q6AY02,Rbm17,-0.831592042,0.650834782,0.999934107,0.561908823,15839000,17589000,16644000,17798000,20393000,17652600,0,15242000,16824000,17123000,0,9837800,3,2,3,3,4,3,2,3,2,2,0,1.8
Q6AY09,Q6AY09,Hnrnph2,-0.085887686,0.962464121,0.999934107,0.942204622,156050000,173100000,173660000,189840000,209570000,180444000,159630000,172560000,149190000,183640000,173940000,167792000,11,13,13,15,14,13.2,11,9,12,8,14,10.8
Q6AY18,Q6AY18,Sar1a,0.411841773,0.821744849,0.999934107,1.330383124,122790000,112770000,166780000,118760000,125810000,129382000,202580000,159710000,161970000,159610000,165190000,169812000,14,12,10,8,6,10,11,4,6,7,9,7.4
Q6AY20,Q6AY20,M6pr,-0.121412395,0.946962042,0.999934107,0.91928723,77761000,50192000,51769000,41075000,55347000,55228800,41109000,60299000,60970000,43585000,44714000,50135400,6,6,9,7,6,6.8,3,4,6,4,3,4
Q6AY21,Q6AY21,G3bp2,0.372759813,0.83836645,0.999934107,1.294827412,216770000,250510000,228540000,159280000,204330000,211886000,398190000,284430000,231430000,193990000,245110000,270630000,10,18,15,13,13,13.8,20,19,14,18,13,16.8
Q6AY23,Q6AY23,Pycr2,-0.41733485,0.819416093,0.999934107,0.748806649,175820000,168070000,148620000,1.55E+08,163630000,162228000,118510000,130050000,121380000,123230000,106520000,119938000,22,18,18,15,15,17.6,14,13,14,11,9,12.2
Q6AY24,Q6AY24,Ubl7,-0.289267359,0.874155527,0.999934107,0.818317518,0,0,0,0,6598400,1319680,0,5361000,0,0,0,1072200,0,0,0,2,2,0.8,0,3,0,0,0,0.6
Q6AY30,Q6AY30,Sccpdh,-0.037839607,0.983456884,0.999934107,0.974112561,65249000,71792000,65187000,66809000,70992000,68005800,67440000,75400000,80237000,55106000,48645000,65365600,11,14,12,11,7,11,10,10,9,3,5,7.4
Q6AY48,Q6AY48,Pcbp3,0.333689126,0.855069861,0.999934107,1.260231805,12153000,0,0,0,0,2430600,15203000,0,0,0,0,3040600,2,0,0,0,0,0.4,2,0,2,0,0,0.8
Q6AY55,Q6AY55,Dcakd,-1.024840137,0.578310607,0.999934107,0.491464755,105560000,93092000,99268000,93478000,91610000,96601600,56731000,49635000,48287000,55810000,24258000,46944200,15,12,13,11,10,12.2,9,8,5,4,6,6.4
Q6AY58,Q6AY58,Bcap31,-0.197721551,0.913752982,0.999934107,0.87192651,34060000,29139000,25397000,23071000,28393000,28012000,28845000,38140000,23444000,30619000,0,24209600,5,5,4,5,4,4.6,5,4,6,4,2,4.2
Q6AY63;A0A140TAD1,Q6AY63,Nudt5,0.072626481,0.968255719,0.999934107,1.051629473,100090000,102610000,92573000,113480000,98734000,101497400,93432000,92928000,117720000,101980000,120070000,105226000,13,12,12,7,9,10.6,11,12,5,7,8,8.6
Q6AY71,Q6AY71,NA,-0.327364125,0.857781631,0.999934107,0.796991297,10300000,6429100,7416500,0,10147000,6858520,9398600,8336000,0,9485500,0,5444020,3,2,2,2,4,2.6,3,3,0,2,2,2
Q6AY84,Q6AY84,Scrn1,-0.320280952,0.860820993,0.999934107,0.800913891,1080300000,1080700000,986190000,1199500000,1165300000,1102398000,746780000,787910000,969710000,907730000,942510000,870928000,61,70,60,51,56,59.6,39,44,38,38,41,40
Q6AYA5;Q6TUE3,Q6AYA5,Tmem106b,-0.356828122,0.84516765,0.999934107,0.780879519,45677000,29923000,36833000,34654000,31936000,35804600,23302000,27826000,24260000,27586000,34922000,27579200,7,7,7,5,6,6.4,7,4,2,3,4,4
Q6AYB2,Q6AYB2,Sphk2,-0.734946352,0.688719877,0.999934107,0.600840367,27045000,27922000,28142000,20241000,32502000,27170400,28180000,30029000,22307000,0,0,16103200,3,4,3,3,2,3,3,2,4,2,0,2.2
Q6AYB4,Q6AYB4,Hspa14,0.922827004,0.616032913,0.999934107,1.895826585,34974000,0,18707000,16001000,0,13936400,21703000,32115000,29210000,24862000,22594000,26096800,3,2,4,3,2,2.8,6,5,4,4,4,4.6
Q6AYB5,Q6AYB5,Srp54,-0.07533059,0.967074561,0.999934107,0.949124606,118360000,89741000,112150000,134520000,102420000,111438200,95869000,120720000,0,149230000,156330000,104429800,3,4,7,5,3,4.4,4,6,0,3,3,3.2
Q6AYC4,Q6AYC4,Capg,0.570355708,0.755392391,0.999934107,1.484889637,58601000,73256000,58303000,67826000,59510000,63499200,81271000,97024000,88670000,84482000,113180000,92925400,10,10,6,6,6,7.6,5,11,5,7,7,7
Q6AYD3;Q6AYD3-2;A0A0G2JVS2,Q6AYD3,Pa2g4,0.164097601,0.928367745,0.999934107,1.120465014,760310000,786750000,717930000,824760000,751140000,768178000,689670000,859560000,912440000,884450000,899280000,849080000,53,48,56,42,49,49.6,56,50,58,50,49,52.6
Q6AYD5,Q6AYD5,Gspt1,0.079312618,0.965335392,0.999934107,1.056514537,246150000,272730000,3.02E+08,274520000,248850000,268850000,293220000,299720000,291110000,247800000,268650000,280100000,10,20,18,19,14,16.2,16,15,16,18,14,15.8
Q6AYE2;A0A0G2K714,Q6AYE2,Sh3glb1,-0.220422686,0.903905317,0.999934107,0.858313928,161660000,176150000,146940000,186970000,167400000,167824000,129570000,157230000,140560000,138870000,144190000,142084000,17,21,14,19,15,17.2,15,16,18,14,16,15.8
Q6AYG5,Q6AYG5,Echdc1,-0.006721019,0.99706139,0.999934107,0.995352179,98834000,97413000,86490000,90485000,80624000,90769200,91999000,77186000,82062000,105920000,88876000,89208600,11,13,14,4,5,9.4,8,10,6,10,4,7.6
Q6AYK1;F1M6U2,Q6AYK1,Rnps1;LOC688526,0.325299925,0.858667278,0.999934107,1.252924884,32620000,40652000,39943000,31621000,35630000,36093200,41739000,40780000,39258000,53207000,48244000,44645600,2,6,5,4,5,4.4,6,4,4,4,4,4.4
Q6AYK6,Q6AYK6,Cacybp,-0.066718771,0.970836476,0.999934107,0.954807119,149290000,151780000,122500000,145680000,143460000,142542000,127710000,131180000,142540000,137260000,132830000,134304000,20,20,18,14,12,16.8,8,13,15,11,9,11.2
Q6AYK8,Q6AYK8,Eif3d,0.013908071,0.993919072,0.999934107,1.009686958,284690000,345220000,322340000,204630000,256140000,282604000,364340000,291690000,262780000,250680000,238800000,281658000,18,25,20,28,20,22.2,20,26,28,23,22,23.8
Q6AYN4;Q6AYN4-2,Q6AYN4,Phyhipl,-0.314973449,0.863099871,0.999934107,0.803865785,255530000,237510000,250570000,254730000,250040000,249676000,177620000,219770000,220270000,197320000,175450000,198086000,27,25,21,18,27,23.6,21,31,25,21,14,22.4
Q6AYN8;Q1PS21,Q6AYN8,Mcm7,-0.645875265,0.724487313,0.999934107,0.639104936,205640000,244530000,282850000,278680000,259460000,254232000,144720000,151340000,164650000,169520000,1.71E+08,160246000,20,22,27,34,25,25.6,9,10,14,11,13,11.4
Q6AYP7;A0A096MK29,Q6AYP7,Nt5c3b,-0.700711302,0.70237499,0.999934107,0.615268781,14801000,15064000,0,14911000,16617000,12278600,13117000,11818000,0,0,12187000,7424400,5,5,0,2,3,3,2,2,0,2,3,1.8
Q6AYQ4,Q6AYQ4,Tmem109,-0.404263,0.824960757,0.999934107,0.755622203,18454000,16859000,21489000,16658000,17368000,18165600,22211000,24234000,0,21679000,0,13624800,3,3,3,3,3,3,3,2,0,3,0,1.6
Q6AYQ9,Q6AYQ9,Ppic,-0.189640961,0.917262246,0.999934107,0.876823907,22625000,21433000,19742000,16978000,21026000,20360800,21765000,22288000,18537000,0,25110000,17540000,5,4,5,5,4,4.6,3,4,2,3,3,3
Q6AYR1;Q4R1A4,Q6AYR1,Tfg;TFG,0.036725197,0.983944013,0.999934107,1.025782737,263760000,269960000,253790000,167730000,242500000,239548000,297780000,252990000,231190000,206500000,224250000,242542000,17,20,12,17,19,17,17,16,21,20,19,18.6
Q6AYR2,Q6AYR2,Ndrg3,-0.26612962,0.884133259,0.999934107,0.831547384,67655000,58966000,68067000,68595000,65997000,65856000,50695000,51328000,64287000,56268000,47667000,54049000,13,13,10,8,8,10.4,5,8,5,7,5,6
Q6AYS3,Q6AYS3,Ctsa,-0.528641371,0.772671055,0.999934107,0.693207241,173160000,177110000,166270000,172690000,160690000,169984000,117790000,114320000,115570000,127510000,106440000,116326000,27,21,22,15,17,20.4,10,15,11,8,7,10.2
Q6AYS7,Q6AYS7,Acy1a,0.448750032,0.806135189,0.999934107,1.364857216,41465000,53967000,46489000,56522000,49138000,49516200,59605000,65466000,78637000,66184000,63351000,66648600,11,7,8,7,10,8.6,7,13,9,10,8,9.4
Q6AYT3,Q6AYT3,Rtcb,-0.212372418,0.907395575,0.999934107,0.863116724,605580000,490160000,497900000,421080000,360650000,475074000,392850000,414770000,463590000,428540000,325150000,404980000,38,43,39,37,43,40,39,38,36,37,25,35
Q6AYT7,Q6AYT7,Abhd12,-0.920770114,0.616806784,0.999934107,0.528226976,43462000,27220000,38608000,27909000,29360000,33311800,12099000,30937000,16779000,0,26630000,17289000,14,10,11,7,5,9.4,2,5,2,2,4,3
Q6AYU5;Q4V8F6,Q6AYU5,Pcbp2,0.030582904,0.986629047,0.999934107,1.021424737,1132500000,1227600000,1085400000,1254500000,1271500000,1194300000,1174500000,1194500000,1330200000,1238800000,1081600000,1203920000,49,49,55,40,49,48.4,53,49,51,44,42,47.8
Q6AYZ4;P63088;P63088-2;A0A0G2JVK2,Q6AYZ4,Ppp1cc,0.037716512,0.983510691,0.999934107,1.026487822,52063000,40638000,30757000,48341000,37576000,41875000,32430000,60595000,39109000,33810000,45962000,42381200,6,5,6,5,3,5,3,5,3,4,4,3.8
Q6AZ33;P46844,Q6AZ33,Blvra,-0.03762539,0.983550522,0.999934107,0.974257211,93562000,87279000,74372000,78704000,83168000,83417000,64669000,83877000,81662000,92420000,78674000,80260400,15,12,17,13,11,13.6,12,11,12,7,10,10.4
Q6AZ50,Q6AZ50,Atg3,0.327769079,0.85760819,0.999934107,1.255071086,36287000,40541000,38530000,54365000,45301000,43004800,42145000,62305000,56230000,56049000,49497000,53245200,10,9,10,6,8,8.6,4,5,9,3,7,5.6
Q6AZ64;Q8VIB1;E9PT85,Q6AZ64,Xrcc6,-0.380335853,0.835137292,0.999934107,0.768258723,54156000,64633000,65720000,52511000,69289000,61261800,50912000,49691000,40615000,36321000,54434000,46394600,9,11,14,13,11,11.6,8,6,2,6,7,5.8
Q6BBI8;B3IYD2,Q6BBI8,Ufc1,0.372037113,0.838674356,0.999934107,1.294178946,0,0,14052000,0,0,2810400,17905000,0,0,0,0,3581000,2,2,4,0,0,1.6,4,0,0,0,0,0.8
Q6DGF2,Q6DGF2,Clint1,0.562648677,0.758574035,0.999934107,1.476978348,0,46159000,34550000,43521000,3.30E+07,31446000,42978000,52167000,41288000,46483000,45771000,45737400,0,6,7,3,6,4.4,7,7,7,6,5,6.4
Q6DGG0;M0RB67,Q6DGG0,Ppid;Ppidl1,0.28942482,0.874088406,0.999934107,1.222152927,136810000,156100000,130510000,144460000,112360000,136048000,132450000,171810000,186350000,170500000,159060000,164034000,19,16,13,15,13,15.2,15,16,16,11,13,14.2
Q6EV70,Q6EV70,Pofut1,0.213890687,0.906737151,0.999934107,1.159811772,23118000,28432000,25984000,28135000,24055000,25944800,22645000,29591000,30991000,33648000,31562000,29687400,6,5,7,3,5,5.2,4,3,2,3,3,3
Q6GMM8,Q6GMM8,Slc27a1,-0.442416117,0.808807646,0.999934107,0.735901144,807890000,891400000,801470000,638270000,808870000,789580000,686240000,551200000,578980000,509270000,541180000,573374000,31,42,46,42,44,41,30,29,31,30,25,29
Q6GMN6;P11466;A0A0G2JZK8,Q6GMN6,Crot,-1.702620572,0.363945497,0.999934107,0.307227535,141090000,195360000,110230000,68867000,134380000,129985400,66211000,39027000,33586000,24268000,33930000,39404400,11,20,11,10,12,12.8,6,6,6,3,4,5
Q6GT74;P26453-2;P26453,Q6GT74,Bsg,1.202312634,0.515904969,0.999934107,2.301082381,152970000,155030000,157960000,182310000,149640000,159582000,367800000,380970000,380340000,337800000,343800000,362142000,10,9,13,12,10,10.8,19,19,19,17,20,18.8
Q6IE67;P18422,Q6IE67,Psma3,0.025818931,0.98871169,0.999934107,1.018057418,266250000,241830000,272120000,188040000,222010000,238050000,251520000,258210000,209480000,242590000,234600000,239280000,26,15,24,16,18,19.8,17,21,20,13,18,17.8
Q6IMX3;P15651,Q6IMX3,Acads,-0.3353622,0.854353225,0.999934107,0.792585127,65324000,74791000,53726000,69213000,63237000,65258200,50782000,52483000,74478000,28198000,48731000,50934400,13,12,7,7,7,9.2,7,6,5,3,4,5
Q6IMX4;P97544,Q6IMX4,Ppap2b,-0.017652819,0.992281836,0.999934107,0.987838554,378600000,314270000,324610000,289720000,330500000,327540000,312940000,365860000,308880000,340640000,269820000,319628000,20,20,20,19,12,18.2,15,16,17,16,14,15.6
Q6IMX7,Q6IMX7,Hspbp1,0.525244651,0.774084146,0.999934107,1.439177614,22520000,20802000,19134000,21692000,20519000,20933400,26330000,31098000,25358000,30097000,35697000,29716000,7,5,4,3,4,4.6,5,4,5,4,6,4.8
Q6IMY6;Q64194,Q6IMY6,Lipa,1.069775479,0.562112651,0.999934107,2.099106666,0,0,0,9007000,0,1801400,0,0,18405000,0,0,3681000,2,2,2,2,3,2.2,3,0,3,2,3,2.2
Q6IMY8;Q63555;A0A0G2JZ52,Q6IMY8,Hnrnpu,-0.203324433,0.911320959,0.999934107,0.868546845,4147100000,5254600000,5100900000,5276900000,5125500000,4981000000,3.93E+09,4196400000,4234700000,4940300000,4054100000,4270300000,91,122,117,133,131,118.8,76,82,77,108,79,84.4
Q6IMZ3;P48037,Q6IMZ3,Anxa6,0.115394918,0.949586415,0.999934107,1.083271536,3.38E+09,3962400000,4477100000,3946700000,5.19E+09,4190840000,4730400000,5917900000,3712700000,3740700000,4291300000,4478600000,132,160,165,185,193,167,137,160,151,162,153,152.6
Q6IN10;P42893-3;P42893;P42893-4;P42893-2,Q6IN10,Ece1,-0.2832306,0.876756964,0.999934107,0.821748829,15379000,16242000,13491000,15765000,14902000,15155800,15985000,13266000,16133000,16282000,0,12333200,4,2,4,3,3,3.2,2,2,3,3,0,2
Q6IN22;P00787,Q6IN22,Ctsb,-0.226954159,0.901075177,0.999934107,0.85443689,546180000,557460000,522950000,541300000,526230000,538824000,416640000,493570000,407140000,453530000,500020000,454180000,37,31,31,30,26,31,26,30,22,20,25,24.6
Q6IN39;P97852,Q6IN39,Hsd17b4,0.02947853,0.987111832,0.999934107,1.020643142,871240000,999950000,987700000,969810000,862290000,938198000,925680000,959860000,977280000,910160000,949070000,944410000,48,54,53,54,53,52.4,49,51,51,54,40,49
Q6IRE4,Q6IRE4,Tsg101,0.500884615,0.784244333,0.999934107,1.415080979,42232000,48164000,42977000,57401000,46230000,47400800,60286000,63634000,76590000,73546000,56900000,66191200,8,10,12,7,7,8.8,10,9,12,9,6,9.2
Q6IRG9;P53676,Q6IRG9,Ap3m1,-0.180220937,0.92135567,0.999934107,0.882567828,24390000,27580000,27241000,27108000,26208000,26505400,27269000,31544000,28162000,28826000,0,23160200,4,8,5,5,7,5.8,9,9,4,6,2,6
Q6IRI3;Q9QY17-4;Q9QY17-2;Q9QY17-3;Q9QY17;R9PXU3,Q6IRI3,Pacsin2,-0.14814172,0.935313509,0.999934107,0.902412076,27724000,30369000,28505000,0,0,17319600,27171000,26893000,0,23579000,0,15528600,2,4,3,2,2,2.6,4,5,4,4,4,4.2
